sample_id,chromosome,gene,log2,cn,ecDNA_prob,ecDNA_status
P-0057494-T01-IM6-P-0057494-N01-IM6,6,TAP1,2.54934,12,0.20033654951677515,non-ecDNA
P-0057494-T01-IM6-P-0057494-N01-IM6,6,E2F3,2.54934,12,0.2668510592640116,non-ecDNA
P-0057494-T01-IM6-P-0057494-N01-IM6,6,H3C11,2.54934,12,0.14308847202629418,non-ecDNA
P-0057494-T01-IM6-P-0057494-N01-IM6,6,TAP2,2.54934,12,0.22039454144122864,non-ecDNA
P-0057494-T01-IM6-P-0057494-N01-IM6,6,H3C2,2.54934,12,0.1434148233674962,non-ecDNA
P-0057494-T01-IM6-P-0057494-N01-IM6,6,H3C10,2.54934,12,0.14249516649556737,non-ecDNA
P-0057494-T01-IM6-P-0057494-N01-IM6,6,CDKN1A,2.54934,12,0.2092051102036505,non-ecDNA
P-0057516-T02-IM6-P-0057516-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0057516-T03-IM7-P-0057516-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0057609-T01-IM6-P-0057609-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0057666-T01-IM6-P-0057666-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0057669-T01-IM6-P-0057669-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0057711-T02-IM6-P-0057711-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0057729-T01-IM6-P-0057729-N01-IM6,19,CALR,1.99801,8,0.26828616084811674,non-ecDNA
P-0057762-T01-IM6-P-0057762-N01-IM6,1,H3C13,1.85877,8,0.23101036626876342,non-ecDNA
P-0057762-T01-IM6-P-0057762-N01-IM6,1,H3C15,1.85877,8,0.23366174306221318,non-ecDNA
P-0057762-T01-IM6-P-0057762-N01-IM6,1,MCL1,1.85877,8,0.30081722380136516,non-ecDNA
P-0057762-T01-IM6-P-0057762-N01-IM6,1,H3C14,1.85877,8,0.23386785994094095,non-ecDNA
P-0057762-T01-IM6-P-0057762-N01-IM6,7,ETV1,1.94925,8,0.46507655781582274,non-ecDNA
P-0057762-T01-IM6-P-0057762-N01-IM6,7,MET,6.07629,135,0.6969614080113951,ecDNA
P-0057762-T01-IM6-P-0057762-N01-IM6,19,DNAJB1,2.29644,10,0.46077634826826586,non-ecDNA
P-0057766-T01-IM6-P-0057766-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0057772-T01-IM6-P-0057772-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0057813-T01-IM6-P-0057813-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0057854-T06-IM7-P-0057854-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0057878-T01-IM6-P-0057878-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0057913-T02-IM6-P-0057913-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058019-T01-IM6-P-0058019-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058028-T01-IM6,2,MYCN,5.7576,109,0.5637333076286334,ecDNA
P-0058028-T02-IM7-P-0058028-N01-IM7,2,MYCN,2.82667,15,0.31960689240307866,non-ecDNA
P-0058122-T02-IM7-P-0058122-N01-IM7,2,MYCN,6.23711,151,0.6363289816940114,ecDNA
P-0058374-T01-IM6-P-0058374-N01-IM6,2,MYCN,5.83729,115,0.5585989684407696,ecDNA
P-0058374-T01-IM6-P-0058374-N01-IM6,12,CDK4,5.4297,87,0.5943138652554129,ecDNA
P-0058472-T01-IM7-P-0058472-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058492-T01-IM7-P-0058492-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058582-T01-IM7-P-0058582-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058582-T02-IM7-P-0058582-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058582-T03-IM7-P-0058582-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058608-T03-IM7-P-0058608-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058674-T01-IM7-P-0058674-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058677-T02-IM7-P-0058677-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058689-T04-IM7-P-0058689-N01-IM7,1,MCL1,3.39838,22,0.4022669015676605,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,1,SETDB1,3.39838,22,0.47466719560276754,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,1,SDHC,2.40014,11,0.38047539983995243,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,2,XPO1,2.22447,10,0.3230716624822351,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,2,REL,2.22447,10,0.31695361591559745,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,2,SF3B1,1.99165,8,0.27249021969138076,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,2,CASP8,1.99165,8,0.2778869631366077,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,3,EIF4A2,3.18919,19,0.4127128335965308,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,H2BC5,1.9844,8,0.21118672702088306,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,TAP2,1.9844,8,0.21740912916063562,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,HLA-C,1.9844,8,0.1792381983639984,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,H3C6,1.9844,8,0.1786330718603099,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,H3C12,1.9844,8,0.1413322980078054,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,H3C2,1.9844,8,0.14129679840809942,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,H3C11,1.9844,8,0.14097448102416882,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,MDC1,1.9844,8,0.21820391955380442,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,H3C3,1.9844,8,0.14038851813257053,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,STK19,1.9844,8,0.20495569411124812,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,H3C10,1.9844,8,0.14038851813257053,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,H3C7,1.9844,8,0.14068361696339124,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,CDKN1A,1.9844,8,0.2063379350245354,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,H1-2,1.9844,8,0.1479232087387147,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,HLA-B,1.9844,8,0.17869293837189584,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,H3C4,1.9844,8,0.14101054763431645,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,H3C1,1.9844,8,0.1411899262705921,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,DAXX,1.9844,8,0.18507307825133815,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,NOTCH4,1.9844,8,0.2315946524124351,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,PIM1,1.9844,8,0.1891985607324771,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,H3C8,1.9844,8,0.14075672494943453,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,TAP1,1.9844,8,0.19756414447731463,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,HLA-A,1.9844,8,0.1794129698490856,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,PNRC1,2.25288,10,0.2665863787321584,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,SESN1,1.95096,8,0.30100863313164195,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,FYN,1.95096,8,0.3216447370860203,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,6,PRDM1,1.95096,8,0.2550465835622647,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,7,PMS2,2.57122,12,0.407797160751078,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,7,RAC1,2.57122,12,0.3991742040402812,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,10,ARID5B,3.2986,20,0.553775627500735,ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,15,B2M,3.03509,17,0.34857556937072665,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,15,TP53BP1,3.03509,17,0.44015968813730705,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,16,FANCA,2.09547,9,0.405257603583813,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,17,TP53,3.54316,24,0.6109299736195714,ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,19,CALR,2.48815,12,0.26651841860379294,non-ecDNA
P-0058689-T04-IM7-P-0058689-N01-IM7,19,DNAJB1,2.48815,12,0.2482209072101863,non-ecDNA
P-0058734-T03-IM7-P-0058734-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058734-T04-IM7-P-0058734-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058734-T05-IM7-P-0058734-N01-IM7,1,CDC73,2.00913,9,0.22562574715587594,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,H3C15,2.00913,9,0.11274579723385104,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,PGBD5,2.00913,9,0.22117555357028162,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,SETDB1,2.00913,9,0.19491107951453346,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,SMYD3,2.00913,9,0.2704864370714517,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,DDR2,2.00913,9,0.22995302305750276,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,NUF2,2.00913,9,0.1918921061918079,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,H3C13,2.00913,9,0.11126677752660907,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,COP1,2.00913,9,0.24389945950194514,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,H3-4,2.00913,9,0.11268790075619214,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,NTRK1,2.00913,9,0.20792737709816436,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,SDHC,2.00913,9,0.20056394585821463,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,ELF3,2.00913,9,0.15678908093384905,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,FH,2.00913,9,0.18227606689691772,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,H3P6,2.00913,9,0.1636592004465732,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,MDM4,2.00913,9,0.1968312689061251,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,MCL1,2.00913,9,0.15210311001088736,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,H3-3A,2.00913,9,0.16559099750634834,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,SPRTN,2.00913,9,0.17610033684706167,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,RIT1,2.00913,9,0.17086985259935464,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,AKT3,2.00913,9,0.25231386796478605,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,IL10,2.00913,9,0.14512245504345206,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,PARP1,2.00913,9,0.19985602336288164,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,IKBKE,2.00913,9,0.18622435334749618,non-ecDNA
P-0058734-T05-IM7-P-0058734-N01-IM7,1,H3C14,2.00913,9,0.11286099972745665,non-ecDNA
P-0058734-T06-IM7-P-0058734-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058734-T07-IM7-P-0058734-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058734-T08-IM7-P-0058734-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058734-T09-IM7-P-0058734-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058734-T14-IM7-P-0058734-N01-IM7,1,SPRTN,2.56295,12,0.19739020783220157,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,NTRK1,2.56295,12,0.23198125874061787,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,SETDB1,2.56295,12,0.21787356647535017,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,IL10,2.56295,12,0.16341008472198584,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,H3-4,2.56295,12,0.12749787746867994,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,COP1,2.56295,12,0.2706909864573548,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,ELF3,2.56295,12,0.1762437700169449,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,SMYD3,2.56295,12,0.2990399215470913,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,IKBKE,2.56295,12,0.2084284806287343,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,H3C14,2.56295,12,0.12769045208682406,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,H3-3A,2.56295,12,0.18589704202133936,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,SDHC,2.56295,12,0.2240070263610293,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,AKT3,2.56295,12,0.2796870242405968,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,FH,2.56295,12,0.20412754281111284,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,PGBD5,2.56295,12,0.24628514583111624,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,NUF2,2.56295,12,0.21459376138359104,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,CDC73,2.56295,12,0.25107752602895783,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,PARP1,2.56295,12,0.2232394744030998,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,RIT1,2.56295,12,0.1916745114898672,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,MCL1,2.56295,12,0.17109434278701902,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,DDR2,2.56295,12,0.2557315518548031,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,MDM4,2.56295,12,0.21995814565995359,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,H3C13,2.56295,12,0.1259164879369879,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,H3P6,2.56295,12,0.18378053471330322,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,1,H3C15,2.56295,12,0.12756228907231898,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,VEGFA,2.62881,13,0.21712906995627027,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,H3C3,2.62881,13,0.14089278930921034,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,HLA-B,2.62881,13,0.17930929902339546,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,CDKN1A,2.62881,13,0.20703519280663035,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,IRF4,2.62881,13,0.22200979969091808,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,NOTCH4,2.62881,13,0.2323774931453243,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,H2BC5,2.62881,13,0.21189903088747095,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,H3C12,2.62881,13,0.14183942426469906,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,E2F3,2.62881,13,0.2642969210130173,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,PIM1,2.62881,13,0.18984512177581508,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,TAP1,2.62881,13,0.19823509423303834,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,CCND3,2.62881,13,0.27061448079940215,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,DAXX,2.62881,13,0.18570774947007349,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,H3C1,2.62881,13,0.14169662221866577,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,H3C7,2.62881,13,0.14118878151143566,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,H3C10,2.62881,13,0.14089278930921034,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,HLA-C,2.62881,13,0.17985612235636447,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,H3C8,2.62881,13,0.14126211073007183,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,HLA-A,2.62881,13,0.1800313949529956,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,H3C6,2.62881,13,0.17924926086861454,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,H1-2,2.62881,13,0.1484501094166707,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,H3C11,2.62881,13,0.1414805255423619,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,TAP2,2.62881,13,0.21814149314073997,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,H3C2,2.62881,13,0.14180381738273345,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,H3C4,2.62881,13,0.14151670122708784,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,STK19,2.62881,13,0.20564873815238327,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,6,MDC1,2.62881,13,0.21893891944205876,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,14,MAX,1.92107,8,0.2802929265196582,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,14,SETD3,2.27666,10,0.2712417775442816,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,14,DICER1,2.27666,10,0.26694466889780044,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,14,AKT1,2.27666,10,0.2364537262243978,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,17,PPM1D,1.85887,8,0.2397634331380065,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,17,SRSF2,1.85887,8,0.16767125757772045,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,17,PRKAR1A,1.85887,8,0.2563016824641556,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,17,BRIP1,1.85887,8,0.26871499203396404,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,17,H3-3B,1.85887,8,0.1679795378426644,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,17,RPTOR,1.85887,8,0.2934143623939238,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,17,SOX9,1.85887,8,0.17820321971534436,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,17,ACTG1,1.85887,8,0.16449880054144855,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,17,CD79B,1.85887,8,0.16946832937124465,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,17,AXIN2,1.85887,8,0.221436022187463,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,17,RNF43,1.85887,8,0.23932718262631053,non-ecDNA
P-0058734-T14-IM7-P-0058734-N01-IM7,17,RAD51C,1.85887,8,0.16434563411643494,non-ecDNA
P-0058774-T01-IM7-P-0058774-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058779-T01-IM7-P-0058779-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058812-T01-IM7-P-0058812-N01-IM7,5,TERT,2.55439,12,0.3609434432956753,non-ecDNA
P-0058812-T01-IM7-P-0058812-N01-IM7,5,TRIP13,2.55439,12,0.32923285333048685,non-ecDNA
P-0058812-T01-IM7-P-0058812-N01-IM7,5,SDHA,2.55439,12,0.3584192003615895,non-ecDNA
P-0058812-T01-IM7-P-0058812-N01-IM7,5,DROSHA,1.8642,8,0.33213709785961043,non-ecDNA
P-0058870-T01-IM7-P-0058870-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0058991-T01-IM7-P-0058991-N01-IM7,2,MYCN,4.28245,39,0.4747506354164086,non-ecDNA
P-0058991-T03-IM7-P-0058991-N01-IM7,2,MYCN,4.59616,49,0.5328910984999452,ecDNA
P-0059067-T02-IM7-P-0059067-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0059067-T03-IM7-P-0059067-N01-IM7,21,TMPRSS2,2.10396,9,0.24652488278290108,non-ecDNA
P-0059067-T03-IM7-P-0059067-N01-IM7,21,RUNX1,2.10396,9,0.29905836060035285,non-ecDNA
P-0059067-T03-IM7-P-0059067-N01-IM7,21,U2AF1,2.10396,9,0.21732107407576362,non-ecDNA
P-0059067-T03-IM7-P-0059067-N01-IM7,21,ERG,2.10396,9,0.30274593344715567,non-ecDNA
P-0059067-T03-IM7-P-0059067-N01-IM7,21,ICOSLG,2.10396,9,0.22257802164846452,non-ecDNA
P-0059068-T02-IM7-P-0059068-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0059143-T01-IM7-P-0059143-N01-IM7,1,H3C14,1.81603,8,0.2143514268581703,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,1,H3C13,1.81603,8,0.21166682121379124,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,1,H3C15,1.81603,8,0.21415772605112923,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,1,MCL1,1.81603,8,0.2777065544381102,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,6,H3C4,2.45319,11,0.272250614875262,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,6,H3C7,2.45319,11,0.2717166968058582,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,6,H3C1,2.45319,11,0.27254339305150777,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,6,H3C2,2.45319,11,0.2727177705926046,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,6,H3C8,2.45319,11,0.2718361257384992,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,6,H1-2,2.45319,11,0.28344672992340453,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,6,H2BC5,2.45319,11,0.3772226333995922,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,6,H3C6,2.45319,11,0.331020802754329,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,6,H3C3,2.45319,11,0.27123442191965064,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,8,NSD3,2.00466,9,0.3780227594160756,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,12,STAT6,1.9875,8,0.2791656724550379,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,12,CDK4,1.9875,8,0.2433669591247479,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,12,GLI1,1.9875,8,0.27188776040170365,non-ecDNA
P-0059143-T01-IM7-P-0059143-N01-IM7,12,ERBB3,1.9875,8,0.24845879081306535,non-ecDNA
P-0059225-T01-IM7-P-0059225-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0059225-T02-IM7-P-0059225-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0059231-T01-IM7-P-0059231-N01-IM7,4,ABRAXAS1,1.8873,8,0.25390225158320706,non-ecDNA
P-0059231-T01-IM7-P-0059231-N01-IM7,7,BRAF,1.89874,8,0.2780131922747817,non-ecDNA
P-0059231-T01-IM7-P-0059231-N01-IM7,7,CREB3L2,1.89874,8,0.2630793479639483,non-ecDNA
P-0059231-T01-IM7-P-0059231-N01-IM7,7,EZH2,1.89874,8,0.24883024885134938,non-ecDNA
P-0059231-T01-IM7-P-0059231-N01-IM7,19,CEBPA,2.13466,9,0.24258405756938245,non-ecDNA
P-0059261-T02-IM7-P-0059261-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0059432-T01-IM7-P-0059432-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0059432-T03-IM7-P-0059432-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0059475-T04-IM7-P-0059475-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0059518-T02-IM7-P-0059518-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0059567-T02-IM7-P-0059567-N01-IM7,19,CCNE1,2.21082,10,0.40895279859620826,non-ecDNA
P-0059575-T01-IM7-P-0059575-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0059700-T02-IM7-P-0059700-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0059836-T02-IM7-P-0059836-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0059918-T01-IM7-P-0059918-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0060121-T03-IM7-P-0060121-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0060121-T05-IM7-P-0060121-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0060170-T01-IM7-P-0060170-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0060234-T01-IM7-P-0060234-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0060272-T02-IM7-P-0060272-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0060279-T01-IM7-P-0060279-N01-IM7,6,IRF4,1.98448,8,0.23068757610269833,non-ecDNA
P-0060279-T01-IM7-P-0060279-N01-IM7,6,E2F3,2.33048,11,0.31852412842014793,non-ecDNA
P-0060279-T01-IM7-P-0060279-N01-IM7,6,H1-2,2.33048,11,0.1850288572516641,non-ecDNA
P-0060279-T01-IM7-P-0060279-N01-IM7,6,H3C2,2.33048,11,0.1770858011908712,non-ecDNA
P-0060279-T01-IM7-P-0060279-N01-IM7,6,H3C3,2.33048,11,0.1759946253965704,non-ecDNA
